JobText,score
* this is a defense acquisition, logistics and technology workforce position. selectees must meet position requirements for certification at level ii within 24 months of entrance on duty.
* multiple positions may be filled from this announcement.
* male applicants born after december 31, 1959 must complete a pre-employment certification statement for selective service registration.
* two year trial/probationary period may be required.
* may require overtime work.
* relocation/retention incentive will not be authorized.
* defense national relocation program will not be authorized.
* ability to communicate orally and in writing.
* all selections under an announcement must be made within 6 months from the issuance date of the certificate referral list.
* tour of duty: full time.
* flsa:exempt.
* bargaining unit: yes.
* position has a positive education requirement.

how you will be evaluated

you will be evaluated for this job based on how well you meet the qualifications above.

interagency career transition assistance program (ictap): the interagency career transition assistance plan (ictap) provides eligible displaced federal competitive service employees with selection priority over other candidates for competitive service vacancies. if your agency has notified you in writing that you are a displaced employee eligible for ictap consideration, you may receive selection priority if: 1) this vacancy is within your ictap eligibility, 2) you apply under the instructions in this announcement, and 3) you are found well-qualified for this vacancy. well-qualified is defined as meeting all of the minimum qualification standards and eligibility requirements as well as possessing skills that clearly exceed the minimum qualification requirements for the position. under competitive delegated examining, an ictap eligible will be considered well-qualified if they attain an eligibility rating of 90 or higher, not including points for veterans' preference. you must provide proof of eligibility with your application to receive selection priority. such proof may include a copy of your written notification of ictap eligibility or a copy of your separation personnel action form. information about ictap eligibility is on opm's career transition resources website at
https://www.opm.gov/policy-data-oversight/workforce-restructuring/employee-guide-to-career-transition/.

your application package (resume, supporting documents, and responses to the questionnaire) will be used to determine your eligibility, qualifications, and quality ranking for this position. please follow all instructions carefully. errors or omissions may affect your rating or consideration for employment.

you should list any relevant performance appraisals and incentive awards in your resume as that information may be taken into consideration during the selection process. if selected, you may be required to provide supporting documentation.

background checks and security clearance

security clearance

other

* required documents

required documents

the documents you are required to submit vary based on the authority you are using to apply (i.e., applying as a veteran, applying as a current permanent federal employee, applying as a reinstatement, etc).

as described above, your complete application includes your resume, your responses to the online questionnaire, and documents which prove your eligibility to apply.
if you fail to provide these documents, you will be marked as having an incomplete application package and you will not be considered any further.

1. your resume:

* your resume may be submitted in any format and must support the specialized experience described in this announcement.
* if your resume includes a photograph or other inappropriate material or content, it will not be used to make eligibility and qualification determinations and you may not be considered for this vacancy.
* for additional information see: what to include in your resume.
* you must submit documents verifying your eligibility with your application package. these documents may include, but are not limited to: for current employment verification, sf-50, dd3434 or other federal agencies official ""notification of personnel action"" equivalent (note: sf-52 or agencies ""request for personnel action"" is not acceptable); for msp claims pcs orders and marriage certificate; for verification of veteran status, dd214 (which indicates character of service), sf-15, va letter and/or activation/deactivation orders.
2. other supporting documents:
* cover letter, optional
future military retirees*: you are required to submit a copy of your retirement dd form 214 (member 4 copy) or certification document** or a copy of your retirement letter and a copy of your terminal leave request (if applicable). you will be required to provide your dd form 214 (member 4 copy) upon issuance.

future separation from the military*: you are required to submit a copy of your most recent dd form 214 (member 4 copy) or certification document** or a copy of your most recent active duty orders and a copy of your terminal leave request (if applicable). you will be required to provide your dd form 214(member 4 copy) upon issuance.

*active duty military members who are selected may not be appointed unless on terminal leave or already separated from the armed forces.

** the ""certification"" is any written document from the armed forces that certifies the service member is expected to be discharged or released from active duty service in the armed forces under honorable conditions not later than 120 days after the date the certification is submitted. the statement of service must be signed by, or by direction of, the adjutant, personnel officer, or commander of your unit or higher headquarters, and the statement of service letter must include your rank, dates of active duty service, the type of discharge, character of service (i.e. honorable), and, if applicable, when your terminal leave will begin.

special employment consideration: dcma encourages persons with disabilities to apply, including those eligible for hiring under 5 cfr 213.3102(u), schedule a, appointment of persons with disabilities [i.e., intellectual disabilities, severe physical disabilities, or psychiatric disabilities], and/or disabled veterans with a compensable service-connected disability of 30% or more. for information on how to apply under this appointment authority via the selective placement coordinator, please visit http://dcmacareers.com/index.cfm/disabilities/.

if you are relying on your education to meet qualification requirements:

education must be accredited by an accrediting institution recognized by the u.s. department of education in order for it to be credited towards qualifications. therefore, provide only the attendance and/or degrees from schools accredited by accrediting institutions recognized by the u.s. department of education.

failure to provide all of the required information as stated in this vacancy announcement may result in an ineligible rating or may affect the overall rating.

* benefits

benefits

a career with the u.s. government provides employees with a comprehensive benefits package. as a federal employee, you and your family will have access to a range of benefits that are designed to make your federal career very rewarding. learn more about federal benefits.

review our benefits

eligibility for benefits depends on the type of position you hold and whether your position is full-time, part-time, or intermittent. contact the hiring agency for more information on the specific benefits offered.

* how to apply

how to apply

to apply for this position, you must complete the online questionnaire and submit the documentation specified in the required documents section above.

the complete application package must be submitted by 11:59 pm (est) on 07/05/2018 to receive consideration.

* to begin, click apply to access the online application. you will need to be logged into your usajobs account to apply. if you do not have a usajobs account, you will need to create one before beginning the application https://apply.usastaffing.gov/viewquestionnaire/10240193.
* follow the prompts to select your résumé and/or other supporting documents to be included with your application package. you will have the opportunity to upload additional documents to include in your application before it is submitted. your uploaded documents may take several hours to clear the virus scan process.
* after acknowledging you have reviewed your application package, complete the include personal information section as you deem appropriate and click to continue with the application process.
* you will be taken to the online application which you must complete in order to apply for the position. complete the online application, verify the required documentation is included with your application package, and submit the application. you must re-select your resume and/or other documents from your usajobs account or your application will be incomplete.
* it is your responsibility to verify that your application package (resume, supporting documents, and responses to the questionnaire) is complete, accurate, and submitted by the closing date. uploaded documents may take up to one hour to clear the virus scan.
* additional information on how to complete the online application process and submit your online application may be found on the usa staffing applicant resource center.
to verify the status of your application, log into your usajobs account (https://my.usajobs.gov/account/login), all of your applications will appear on the welcome screen. the application status will appear along with the date your application was last updated. for information on what each application status means, visit:https://www.usajobs.gov/help/how-to/application/status/.

the defense contract management agency (dcma) provides reasonable accommodations to applicants with disabilities. if you need a reasonable accommodation for any part of the application and hiring process, please notify the servicing civilian personnel unit. your requests for reasonable
accommodation will be addressed on a case-by-case basis.

if you submit an inquiry to the e-mail address listed in the agency contact information below please identify the announcement number of the position in the subject line of the e-mail. this will expedite a response to your inquiry.

agency contact information

dcma army applicant help desk dcma army applicant help desk

phone

(785)239-3529

email

usarmy.apg.chra-ne.mbx.applicanthelp@mail.mil

address

h8-apf-p60000 defense contract mgt - eastern region
do not mail
boston, ma
us

learn more about this agency

next steps

if you provided an email address, you will receive an email message acknowledging receipt of your application. your application package will be used to determine your eligibility, qualifications, and quality ranking for this position. if you are determined to be ineligible or not qualified, your application will receive no further consideration.

the documents you submit must support your responses to the online questionnaire. if your application contradicts or does not support your questionnaire responses, you will receive a rating of ""not qualified"" or ""incomplete application"" and you will not receive further consideration for this job.

for questions regarding the status of your application, eligibility or qualifications determination contact: usarmy.apg.chra-ne.mbx.applicanthelp@mail.mil.
generally, applicant inquiries will be responded to within 10 business days from receipt at the human resource office.

salary includes applicable locality pay or local market supplement.

credit will be given for appropriate unpaid experience or volunteer work.

if you fail to provide these documents, you will be marked as having an incomplete application package and will not be considered any further.

please note: documents submitted as part of the application package, to include supplemental documents, may be shared beyond the human resources office. some supplemental documents like military orders and marriage certificates may contain personal information for other than the applicant. these documents may be sanitized to remove such personal information before submission with the application. applicants may be asked to provide an un-sanitized version of the documents upon selection to confirm eligibility.

* fair & transparent

fair & transparent

the federal hiring process is setup to be fair and transparent. please read the following guidance.

equal employment opportunity policy

the united states government does not discriminate in employment on the basis of race, color, religion, sex (including pregnancy and gender identity), national origin, political affiliation, sexual orientation, marital status, disability, genetic information, age, membership in an employee organization, retaliation, parental status, military service, or other non-merit factor.

* equal employment opportunity (eeo) for federal employees & job applicants

reasonable accommodation policy

federal agencies must provide reasonable accommodation to applicants with disabilities where appropriate. applicants requiring reasonable accommodation for any part of the application process should follow the instructions in the job opportunity announcement. for any part of the remaining hiring process, applicants should contact the hiring agency directly. determinations on requests for reasonable accommodation will be made on a case-by-case basis.

a reasonable accommodation is any change to a job, the work environment, or the way things are usually done that enables an individual with a disability to apply for a job, perform job duties or receive equal access to job benefits.

under the rehabilitation act of 1973, federal agencies must provide reasonable accommodations when:

* an applicant with a disability needs an accommodation to have an equal opportunity to apply for a job.
* an employee with a disability needs an accommodation to perform the essential job duties or to gain access to the workplace.
* an employee with a disability needs an accommodation to receive equal access to benefits, such as details, training, and office-sponsored events.

you can request a reasonable accommodation at any time during the application or hiring process or while on the job. requests are considered on a case-by-case basis.

learn more about disability employment and reasonable accommodations or how to contact an agency.

legal and regulatory guidance

* financial suitability
* social security number request
* privacy act
* signature and false statements
* selective service
* new employee probationary period

note: we cannot accept applications on behalf of federal agencies. application instructions are listed within the job description.",-5861.367321908474
"17763 https://www.governmentjobs.com/careers/hawaii/jobs/2110671/human-resources-specialist-v-recruitment-examination-sr-24-oahu

human resources specialist v (recruitment & examination) (sr-24) - oahu

print

apply

human resources specialist v (recruitment & examination) (sr-24) - oahu

salary

see position description

location

state of hawaii executive branch

job type

various

department

human resources development

job number

218154

closing

6/29/2018 11:59 pm hawaii

* description
* benefits
* questions

recruitment information
    
recruitment number 218154 - downtown, oahu employment only - $4,859 to $5,683 per month (sr-24, step c to g).

the immediate vacancy is located in the employee claims division, department of human resources development, and is assigned to the return to work priority program.

note: hiring rates will be based on availability of funds, the applicant's qualifications, and other relevant factors.

duties summary
    
this position is located in the employee claims division, department of human resources development, and is assigned to the return to work priority program (rtwpp). this position performs work related to the management of workers' compensation claims that are referred to the rtwpp. the duties and responsibilities of the position include serving as the point of contact for permanent placement recruitment matters; providing direction to the executive branch regarding the filling of civil service positions for the rtwpp; reviewing applications for injured employees to determine employment eligibility/ineligibility; responding to and resolving problems and issues pertaining to rtwpp placement procedures; and providing advisory services to line departments on rwtpp matters.

minimum qualification requirements
    
to qualify, you must meet all of the following requirements:

education: a bachelor's degree from an accredited four-year college or university.

specialized experience: three and one-half years of professional work experience in one or any combination of personnel management functions; i.e., recruitment, placement, examination, position classification, pay or wage administration, employee management relations and services, employee development, personnel program development and services, labor relations, and personnel research.

selective certification - (recruitment and examination experience) - of the three and one-half (3 &frac12;) years of human resources management work experience required for the class, one (1) year musthave consisted of professional work experience that involved the recruitment and/or examination of civil service positions in the state of hawaii or local government jurisdictions (e.g., judiciary, city and county of honolulu, et al).

supervisory aptitude: supervisory aptitude rather than actual supervisory experience may be accepted. supervisory aptitude is the demonstration of aptitude or potential for the performance of supervisory duties through successful completion of regular or special assignments which involve some supervisory responsibilities or aspects; by serving as a group or team leader, or in similar work in which opportunities for demonstrating supervisory capabilities exist; by completion of training courses in supervision accompanied by application of supervisory skills in work assignments; or by favorable appraisals by a supervisor indicating the possession of supervisory potential.

substitutions allowed: relevant substitutions as described in the minimum qualification requirements, will apply.

the information provided above represents a summary of the complete minimum qualification requirements. to view the requirements in their entirety, please click here (download pdf reader).

02868:022393:73:cd

other information
    
public service loan forgiveness (pslf) program
the pslf program is a federal program that is intended to encourage individuals to work in public service by forgiving the balance of their federal student loans. to qualify, the individual must have made 120 qualifying payments while employed by a qualifying employer. for more information, please click: https://studentaid.ed.gov/sa/repay-loans/forgiveness-cancellation/public-service

electronic notification to applicants
the department of human resources development will use electronic mail (email) to notify applicants of important information relating to the status and processing of their applications as part of our ongoing efforts to increase operational efficiency, promote the conservation of green resources, and minimize delays and costs.

please ensure that the email address and contact information you provide is current, secure, and readily accessible to you. we will not be responsible in any way if you do not receive our emails or fail to check your email-box in a timely manner.

testing information
the examination for this recruitment will be conducted on an unassembled basis where the examination score is based on an evaluation and rating of your education and experience. it is therefore important that your employment application provide a clear and detailed description of the duties and responsibilities of each position you held.

in-person interviews and/or further testing in hawaii may be required at the discretion of the hiring agency. if in-person interviews and/or further testing is a requirement, applicants who meet the minimum qualification requirements and are referred to the vacancy must be available to participate in person and at their own expense in this required phase of the selection process.

applicants are encouraged to submit their applications as soon as possible. in addition to employment availability and score, the referral of qualified applicants may be based upon other factors including date of receipt of the application.

the state of hawai'i complies with federal and state disability laws and makes reasonable accommodations for applicants and employees with disabilities. if you require reasonable accommodations in completing an application, any pre-employment testing, or otherwise participating in the selection process, please call 808-587-0936 for assistance.

click here (download pdf reader) for further information about equal employment opportunity, the merit civil service system, citizenship and other requirements, reasonable accommodation, veterans preference, examination requirements, and the state recruiting office's levels of review.

your job benefits with the state of hawai'i

click on this link: https://hidhrd.adobeconnect.com/p2v443ex9w0r/for information regarding the wonderful benefits the state of hawai'i has to offer employees.

the state of hawaii offers its employees who are members of the civil service a range of benefits. some benefits are offered as a result of collective bargaining agreements and changes may occur.
a summary of these benefits, which is based on full-time employment, is listed below.

note: benefits for non-civil service appointments will be provided by the hiring department at the time of interview.

with civil service modernization, effective july 1, 2002, employees appointed to temporary positions may also gain membership in the civil service upon satisfactory completion of an initial probation period of at least six months. as a temporary member of the civil service, you will be eligible to apply for promotion and transfer opportunities to permanent as well as other temporary positions. you may also enjoy other rights and benefits afforded to members of the civil service, with the exception of return rights and placement rights associated with a reduction-in-force of a permanent member of the civil service.

paid holidays

you may be eligible for 13 paid holidays each year; 14 holidays during an election year.

paid vacation

you may earn vacation leave at a rate that other employers find tough to match  21 days each full year from the first year of employment. this compares to an average of 10 days offered by private companies. you may accumulate up to a total of 90 days (720 hours) of vacation.

paid sick leave

you may earn sick leave at the same rate as vacation  21 days per year from the first year, and there is no limit on the amount you can accumulate. expectant mothers may also use sick leave for pre-natal or post-natal check-ups or any illness related to pregnancy. plus, unused accumulated sick leave may eventually be used to increase your retirement benefits in certain situations.

other leaves

reasonable time off with pay may be provided for jury or witness duty, a death in the family, some military duty, and donation to the blood bank. leave sharing donations may be granted to eligible employees who have serious personal illnesses or injuries or need to care for a seriously ill or injured family member. various leaves without pay may also be granted with full re-employment rights.

health insurance

the state pays a part of the premiums for each employee's enrollment in a state sponsored medical, drug, vision, and dental plan. for more information, visit the employer union trust fund website www.eutf.hawaii.gov for coverage and options.

group life insurance

the state provides a free life insurance policy for employees.

retirement plan

the state contributes to a retirement plan for eligible employees. generally, employees under the hybrid plan with 10 years of credited service and who have reached 65 years of age or have 30 years of credited service and have reached 60 years of age may retire and receive benefits. to find out more about the options you have, go to http://ers.ehawaii.gov.

premium conversion plan

participating employees may increase their take-home pay by having the state deduct the cost of health care premiums before payroll taxes are withheld.

flexible spending accounts

eligible employees can reduce their federal and state income taxes and social security taxes through a tax-savings benefit program called island flex. this program allows employees to set aside money from their paychecks to pay for out-of-pocket health care expenses and eligible dependent care expenses on a before-tax basis.

transportation benefits

participating employees may increase their take-home pay by having the state deduct qualified transportation expenses (i.e. eligible parking fees, monthly bus passes for thebus, fare coupons for the handi-van, vanpool hawaii participation fee, etc.) through pre-tax payroll deductions.

deferred compensation

the state offers employees a voluntary pre-tax retirement savings plan designed to give employees a tax break today and an opportunity to build a retirement nest egg through voluntary payroll deductions. several types of investment options are available.

temporary disability insurance

qualified employees may be eligible to receive benefits for a disability caused by a non-work related injury or illness under this program.

social security

as an employer, the state also contributes to an employee's social security account.

promotions & transfers

for employees with membership in the civil service, the state offers promotion and transfer opportunities throughout the state executive branch.

training & continuing education

the state supports developmental activities related to an employee's work. in many departments there are numerous in-service training opportunities available. sabbatical leaves with pay are available for qualified employees.

travel expenses

the state may pay for certain business related travel expenses including mileage reimbursement for use of a personal car during work, airfare, meals and lodging expenses for trips to neighbor islands or out of state.

incentive & service awards

the state has a program that recognizes employees for their years of service and provides cash awards for their superior accomplishments and other contributions that improve state operations.

union & collective bargaining

employees have the right to join the union for collective bargaining with the state and employee representation. some employee unions provide discounts, insurance and other opportunities. employees may also decide not to join a union, however, employees are required to pay union service fees unless the employee's job is excluded from collective bargaining.

the above information is solely intended as a summary of the benefits available to state of hawaii employees and is subject to change. whether or not you are entitled to a particular benefit will depend on your specific appointment and employment status (included, excluded, exempt, non-exempt). please refer to the appropriate collective bargaining agreement or executive order and all applicable laws, rules, policies, or plan documents for further details. nothing herein shall be deemed as creating an employment contract, promise of employment, promise of continued employment, or obligation of any kind on the part of the state of hawaii.

click herefor more information on the state of hawaii's benefits at-a-glance.

the state of hawaii is an equal opportunity employer

revised 01/13

01

applicant's acknowledgment - required supplemental questions
the responses you provide to these supplemental questions will be used in combination with your application to determine whether you meet the qualification requirements and/or your final score. failure to provide detailed and complete information may result in your application being rejected or receiving a lower score. please do not submit a resume in place of completing the supplemental questions.

you must submit verification (e.g., copies of official transcripts or diploma as directed below) in order to receive credit for education. in general, proof of education downloaded from and/or submitted through the internet will not be accepted. education obtained outside the united states must be comparable to education earned at a regionally accredited school in the united states. we also reserve the right to request further information about your academic program, evidence of comparability, or an original transcript.

to receive credit for substitute, temporary assignment, or volunteer experience, applicants must submit an officialletter of verification. the letter should include the job title, employment dates, number of hours worked, a description of the professional duties performed, and a contact name and phone number.

any information you submit may be verified. supporting documents must be either electronically attached to your application or submitted to our office as soon as possible at: state of hawaii department of human resources development, 235 south beretania street--11th floor, honolulu, hawaii 96813. documents should be identified by job title and recruitment number.
* i acknowledge that i have read, understand and agree to all of the above.

02

applicant's acknowledgment (continued)
applicants must meet all the requirements for the position they are seeking as of the date of the application, unless otherwise specified. in general, concurrent experiences and/or education will not be double credited unless otherwise specified. your possession of the required amount of experience will not in and of itself be accepted as proof of qualification for the position. the overall paid or unpaid experience must be of such scope and responsibilityas to conclusively demonstrate that you have the ability to perform the duties of the position.
our calculation of experience will be based upon a full-time, 40-hour work week. part-time experience will be pro-rated.
example: twelve months of experience at 20 hours/week will be pro-rated to six months of experience. also, hours worked in excess of 40 hours/week will not be extra credited.
example: twelve months of experience at 60 hours/week will be credited as one year of experience, not one and a half years.
* i acknowledge i have read, understand, and agree to all of the above.

03

applicant's acknowledgment - minimum qualification requirements (complete information and details)
a summary and link to the complete minimum qualification requirements are provided in the job announcement.
* i acknowledge i have accessed the link provided, and have read, understand, and agree to all the above.

04

education requirement graduation from an accredited four (4) year college or university with a bachelor's degree. in order to receive credit for your education, you must submit a legible copy of your official transcripts by attaching it to your online application. note: if you are using relevant work experiencein lieu of a bachelor's degree to fulfill the education requirement, you must clearly describe your work experience in your application. in order to receive credit, this experience must be comparable in scope, level and quality to knowledge and skills gained via completion of study leading to a bachelor's degree as specified in the minimum qualification requirements.
* i do not meet the education requirement (possession of a bachelor's degree)
* i do not possess a bachelor's degree, but possess excess professional work experience as described in the minimum qualification requirements.
* i possess a bachelor's degree from an accredited 4-year college or university. i have attached a copy of my official diploma/transcript to my online application to meet this requirement.

05

specialized experience this position requires three and one-half (3 1/2) years of professional work experience in one or any combination of human resource management functions; i.e., recruitment, placement, examination, position classification, pay or wage administration, employee management relations and services, employee development, personnel program development and services, labor relations, and personnel research. how many years of progressively responsible professional experience as described above do you possess?
* no experience.
* less than 6 months of experience.
* 6 months to less than 1 year of experience.
* 1 year to less than 1 1/2 years of experience.
* 1 1/2 years to less than 2 years of experience.
* 2 years to less than 2 1/2 years of experience.
* 2 1/2 years to less than 3 years of experience.
* 3 years to less than 3 1/2 years of experience.
* 3 1/2 years to less than 4 years of experience.
* 4 years to less than 4 1/2 years of experience.
* 4 1/2 years to less than 5 years of experience.
* 5 years to less than 5 1/2 years of experience.
* 5 1/2 years to less than 6 years of experience.
* 6 years to less than 6 1/2 years of experience.
* 6 1/2 or more years of experience.

06

if you stated that you have 'no experience' in the question above, please indicate 'n/a' below.

if you stated that you possess the specialized experience, please provide the following information to address your relevant background.

all employment information listed below should also be listed on your application. address each change in employer or position separately. the information for each employer should include:

a. employer's name, your official job title, complete dates of employment (start & end, month & year), and the average number of hours spent collectively on the duties described below.

b. describe this company. what were its major departments? what kinds of services did it offer? to whom (describe clients)?

c. in which department did you work? how many and what kinds of staff did it employ (give number and job titles)?

d. what was the primary focus of your position? what were your major duties and responsibilities?

e. describe your professional work experience, if any, in each of the following areas. describe in detail the specific tasks you performed and responsibilities you held. give relevant examples.
1) recruitment and placement.
2) examination.
3) pay or wage administration.
4) employee management relations and services.
5) employee development.
6) human resources program development and services.
7) labor relations.
8) human resources research.

f. how often did you perform such personnel duties, e.g., daily, weekly, monthly, etc. give the average number of hours spent per week in eachof the above areas e1) through e8) above.

g. how did your personnel duties and authority differ from those of your own supervisor?

h. did this employer have a separate corporate office or officer who was ultimately responsible for personnel matters? if so, what was the relationship of your position to that entity?

be specific and complete in your responses. to receive credit, the employer(s) and each position held must be identified in the experience section of your application.

a resume submitted in lieu of answering each supplemental question completely will not be accepted.

07

selective certification: recruitment and examination experience
how many years of progressively responsible professional recruitment and examination experience as described in the minimum qualification requirements do you possess?
* no experience.
* less than 6 months of experience.
* 6 months to less than 1 year of experience.
* 1 or more years of experience.

08

if you stated that you have 'no experience' in the question above, please indicate 'n/a' below.

if you stated that you possess the selective certification recruitment and examination experience, please provide the following information to address your relevant background.

all employment information listed below should also be listed on your application. address each change in employer or position separately. the information for each employer should include:

a. employer's name, your official job title, complete dates of employment (start & end, month & year).

b. describe this company. what were its major departments? what kinds of services did it offer? to whom (describe clients)?

c. in which department did you work? what was the primary focus of your position? what were your major duties and responsibilities?

d. describe your experience, if any, in each of the following functional areas for this employer. describe in detail the specific tasks you performed. give examples which will clearly describe the involved parties, issues at hand, and the scope and level of your responsibilities and authority.

1) knowledge of state and federal laws, rules, policies and procedures pertinent to civil service employment with the state of hawaii or local government jurisdictions (e.g., judiciary, city and county of honolulu, et al.)
2) recruitment and examination methods and techniques.
3) selection and interviewing principles and techniques.
4) valid examination plans and assessment instruments and/or rating systems.
5) ability to read, interpret and apply pertinent laws, rules, policies and procedures pertinent to recruitment, examination, suitability investigation and placement activities.
6) analyzing difficult recruitment and examination issues.
7) writing reports of recommendation with appropriate justification.
8) establishing and maintaining effective relations with a variety of individuals at all levels.

e. how did you gain the knowledge and skills required to perform the core job functions in d1 to d8?

f. did this employer have a separate corporate office or other personnel to conduct recruitment and examination activities? if yes, what was the relationship of your position to this entity?

g. how did your duties and authority differ from those of your supervisor?

be specific and complete in your responses. to receive credit, the employer(s) and each position held must be identified in the experience section of your application.

a resume submitted in lieu of answering each supplemental question completely will not be accepted.

09

partial substitution of education for specialized experience
please indicate if you are using the substitution to meet the specialized experience requirement.

in order to receive credit for your academic training, you must submit a legible copy of your official transcripts by attaching it to your online application.

* i am not using the substitution.
* i possess a bachelor's degree from an accredited college or university with a minimum of 15 semester credit hours of coursework in human resources administration, management and industrial relations or human resources management covering the recruitment and selection process; job evaluation; performance appraisals; employee training and safety; human resources compensation and benefits administration; staffing process; organizational development; labor laws and/or labor relations.
* i possess a master's degree from an accredited college or university in human resources administration; personnel and industrial relations or human resources management.
* i possess a ph.d. from an accredited college or university in human resources administration; personnel and industrial relations or human resources management.

10

additional information
do you have any other information related to this position that you would like us to consider? if no, so state. if yes, provide the information in the space below or if you need additional space, submit a hard copy paper addendum to our office identified by job title and recruitment number.

required question

agency
    state of hawai'i

address
    dhrd - employee staffing division

235 s. beretania street, 11th floor, honolulu, hawaii, 96813-2437

phone
    808-587-0936 or 1-877-447-5990 (tty)
*******

website
    http://dhrd.hawaii.gov/job-seekers

apply

]]>",-5844.220572054386
"park ranger job in casper, wy

vacancy no. wy-temp-2018-0023 department bureau of land management
salary $12.74 to $14.30 grade 03 to 04
perm/temp permanent ft/pt full-time
open date 6/25/2018 close date 7/5/2018
job link apply online who may apply public
locations:

casper, wy

job description (please follow all instructions carefully)

overview

*

open & closing dates

opening and closing dates 06/25/2018 to 07/05/2018

*

salary

$12.74 to $14.30 per hour

*

pay scale & grade

gs 03 - 04

*

work schedule

part-time - work schedule is part-time.

*

appointment type

seasonal - the actual dates of employment will vary depending on the position and duty location.

location

few vacancies in the following location:

*
casper, wy

casper, wy

relocation expenses reimbursed

no

this job is open to

*

the public

u.s. citizens, nationals or those who owe allegiance to the u.s.

share share
*
*
*
*
*
*

announcement number

wy-temp-2018-0023

control number

503417600

* duties

duties

summary

explore a new career with the blm - where our people are our greatest natural resource.

for additional information about the blm, please visit our website.

all positions may not be filled or they may be filled at different times depending on budget, hiring needs, and requirements. these positions are temporary and are expected to last for approximately 6 months. these positions have no promotion potential, if you want to be considered for a higher grade you must apply for the higher grade.

physical demands / work environment: work may take place in extremely remote environments and may require primitive camping and living skills for upwards of two weeks in duration. the work is performed outdoors in rugged terrain; to include very steep, wet, muddy, rough, uneven or rocky surfaces; positions require physical exertions, such as, bending, crouching, stooping, stretching, reaching, or similar activities. individuals should be capable of working alone, or with other people, during early morning hours, night, or during the day.

if selected from this or a similar competitive, seasonal announcement, your appointment may be creditable for consideration under pl-114-47, land management workforce flexibility act (lmwfa)?. the act allows certain individuals, who have or had time-limited appointments at land management agencies, to compete for any permanent position in the competitive service under internal merit promotion procedures. for more information, see the section under eligibility, which starts with question #15 (q15. who is eligible for appointment under these provisions?).

learn more about this agency

responsibilities

note: these are not law enforcement positions.

park rangers support the bureau's recreation program. they work with the public to provide information, conduct permit compliance, and safety inspections. they respond to emergency situations. they participate in evaluating visitor use patterns, preparing and maintaining recreation sites, and monitoring condition of sites and natural and cultural resources. in some locations some of the positions may be park ranger (hike leaders). duties for these positions focus on guiding a variety of age groups on interactive, interpretive hikes that explore the natural and cultural history of a geological formation, and ""table rocks."" hike leaders develop educational displays, curriculum, and staff various educational events around the region. in some locations, some of the positions may be park ranger (interpretative center). duties for these positions focus on interacting with a variety of age groups interpreting center resources and presenting interpretive programs. programs include orientation talks, interpretive programs, environmental education, conducted walks, demonstrations, and campfire programs. they develop and maintain interpretive materials and educational displays, and staff information desks.

travel required

not required

supervisory status

no

promotion potential

04

who may apply

this job is open to
all u.s. citizens - no previous federal service is required.

questions? this job is open to 1 group.

*

job family (series)

0025 park ranger

* requirements

requirements

conditions of employment

* direct deposit required
* u.s. citizenship is required
* read the ""how to apply"" & ""required documents"" sections
* you cannot hold an active real estate license, nor can
* you have an interest or hold stocks in firms with interest in federal land
* security clearance/background investigation is required.

your resume must contain enough information to show that you meet the specialized experience as defined in the announcement or vacancy questions. in addition, your responses to the questions must be adequately reflected in your resume.
